country_name,year,life_ladder,social_support,freedom_to_make_life_choices,generosity,perceptions_of_corruption
Togo,2022,4.239,0.579,0.696,0.002,0.713
Togo,2023,4.365,0.547,0.665,-0.071,0.685
Tunisia,2015,5.132,0.609,0.711,-0.233,0.815
Tunisia,2016,4.521,0.702,0.614,-0.172,0.811
Tunisia,2017,4.124,0.717,0.478,-0.226,0.869
Tunisia,2018,4.741,0.733,0.65,-0.199,0.84
Tunisia,2019,4.315,0.61,0.659,-0.217,0.889
Tunisia,2020,4.731,0.719,0.668,-0.206,0.877
Tunisia,2021,4.499,0.711,0.591,-0.206,0.933
Tunisia,2022,4.261,0.755,0.474,-0.233,0.908
Tunisia,2023,4.505,0.702,0.482,-0.226,0.882
Türkiye,2015,5.514,0.851,0.653,-0.021,0.806
Türkiye,2016,5.326,0.88,0.644,-0.07,0.764
Türkiye,2017,5.607,0.876,0.644,-0.242,0.671
Türkiye,2018,5.186,0.847,0.529,-0.181,0.805
Türkiye,2019,4.872,0.792,0.631,-0.141,0.76
Türkiye,2020,4.862,0.857,0.51,-0.119,0.774
Türkiye,2021,4.367,0.736,0.447,-0.039,0.81
Türkiye,2022,5.093,0.83,0.47,-0.195,0.767
Türkiye,2023,5.463,0.86,0.523,-0.159,0.748
Uganda,2015,4.238,0.747,0.758,0.128,0.873
Uganda,2016,4.233,0.754,0.739,0.125,0.811
Uganda,2017,4.001,0.74,0.772,0.053,0.816
Uganda,2018,4.322,0.74,0.729,0.072,0.856
Uganda,2019,4.948,0.805,0.704,0.132,0.826
Uganda,2020,4.641,0.8,0.687,0.14,0.878
Uganda,2021,4.225,0.793,0.711,0.081,0.835
Uganda,2022,4.425,0.781,0.72,0.135,0.836
Uganda,2023,4.467,0.827,0.848,0.067,0.912
Ukraine,2015,3.965,0.909,0.431,-0.039,0.952
Ukraine,2016,4.029,0.885,0.503,0.005,0.891
Ukraine,2017,4.311,0.858,0.599,-0.008,0.937
Ukraine,2018,4.662,0.901,0.663,-0.08,0.943
Ukraine,2019,4.702,0.883,0.715,-0.087,0.885
Ukraine,2020,5.27,0.885,0.784,0.121,0.946
Ukraine,2021,5.311,0.879,0.77,0.166,0.922
Ukraine,2022,4.637,0.863,0.829,0.408,0.852
Ukraine,2023,4.672,0.839,0.772,0.37,0.922
United Kingdom,2015,6.515,0.936,0.833,0.294,0.456
United Kingdom,2016,6.824,0.954,0.821,0.244,0.458
United Kingdom,2017,7.103,0.937,0.813,0.285,0.419
United Kingdom,2018,7.233,0.928,0.838,0.22,0.404
United Kingdom,2019,7.157,0.943,0.854,0.264,0.485
United Kingdom,2020,6.798,0.929,0.885,0.196,0.49
United Kingdom,2021,6.867,0.854,0.815,0.252,0.448
United Kingdom,2022,6.722,0.863,0.857,0.308,0.426
United Kingdom,2023,6.658,0.886,0.874,0.27,0.49
United States,2015,6.864,0.904,0.849,0.213,0.698
United States,2016,6.804,0.897,0.758,0.138,0.739
United States,2017,6.992,0.921,0.868,0.191,0.681
United States,2018,6.883,0.904,0.825,0.11,0.71
United States,2019,6.944,0.917,0.836,0.138,0.707
United States,2020,7.028,0.937,0.85,0.028,0.678
United States,2021,6.959,0.92,0.816,0.188,0.687
United States,2022,6.693,0.9,0.736,0.189,0.701
United States,2023,6.521,0.861,0.721,0.185,0.722
Uruguay,2015,6.628,0.891,0.917,-0.045,0.673
Uruguay,2016,6.171,0.9,0.886,-0.085,0.676
Uruguay,2017,6.336,0.914,0.898,-0.104,0.627
Uruguay,2018,6.372,0.917,0.876,-0.109,0.683
Uruguay,2019,6.6,0.933,0.903,-0.107,0.599
Uruguay,2020,6.31,0.921,0.908,-0.094,0.491
Uruguay,2021,6.502,0.914,0.899,-0.054,0.606
Uruguay,2022,6.671,0.905,0.878,-0.055,0.631
Uruguay,2023,6.662,0.908,0.904,-0.05,0.662
Uzbekistan,2015,5.972,0.968,0.98,0.366,0.471
Uzbekistan,2016,5.893,0.945,0.984,0.199,0.46799999999999997
Uzbekistan,2017,6.421,0.942,0.985,0.114,0.465
Uzbekistan,2018,6.205,0.921,0.97,0.308,0.52
Uzbekistan,2019,6.154,0.915,0.97,0.295,0.511
Uzbekistan,2020,5.842,0.85,0.928,0.19,0.642
Uzbekistan,2021,6.185,0.896,0.927,0.183,0.662
Uzbekistan,2022,6.016,0.879,0.959,0.306,0.616
Uzbekistan,2023,6.385,0.909,0.927,0.247,0.65
Vietnam,2016,5.062,0.876,0.894,-0.112,0.799
Vietnam,2017,5.175,0.85125,0.9325714285714284,-0.05412499999999999,0.8035000000000001
Vietnam,2018,5.296,0.832,0.909,-0.063,0.808
Vietnam,2019,5.467,0.848,0.952,-0.148,0.788
Vietnam,2020,5.462,0.765,0.945,0.063,0.791
Vietnam,2021,5.54,0.799,0.897,0.104,0.798
Vietnam,2022,6.267,0.879,0.975,-0.182,0.703
Vietnam,2023,6.325,0.845,0.956,-0.159,0.655
Zambia,2015,4.843,0.691,0.759,-0.042,0.871
Zambia,2016,4.348,0.767,0.812,0.119,0.771
Zambia,2017,3.933,0.744,0.823,0.137,0.74
Zambia,2018,4.041,0.718,0.791,0.045,0.811
Zambia,2019,3.307,0.638,0.811,0.074,0.832
Zambia,2020,4.838,0.767,0.75,0.054,0.81
Zambia,2021,3.082,0.619,0.833,0.138,0.824
Zambia,2022,3.728,0.717,0.889,-0.009,0.716
Zambia,2023,3.686,0.664,0.854,0.092,0.814
Zimbabwe,2015,3.703,0.736,0.667,-0.111,0.81
Zimbabwe,2016,3.735,0.768,0.733,-0.082,0.724
Zimbabwe,2017,3.638,0.754,0.753,-0.084,0.751
Zimbabwe,2018,3.616,0.775,0.763,-0.055,0.844
Zimbabwe,2019,2.694,0.759,0.632,-0.051,0.831
Zimbabwe,2020,3.16,0.717,0.643,0.003,0.789
Zimbabwe,2021,3.155,0.685,0.668,-0.079,0.757
Zimbabwe,2022,3.296,0.666,0.652,-0.073,0.753
Zimbabwe,2023,3.572,0.694,0.735,-0.069,0.757
